No.,SAMPLE_ID,식품명,,제조사,조사년도,식품분류,식품상세분류,식품코드,출처,1포장당,에너지(Kcal),에너지(kj),단백질(g),지질(g),탄수화물(g),총당류(g),나트륨(mg),콜레스테롤(mg),총 포화 지방산(g),총 포화 지방산(%),트랜스 지방산(g)
368,P039154-ZZ-AVG,NEW 공화춘자장컵,,(주)팔도,2020,가공식품,유탕면,P039154,식약처('20),200,620,-,11,31,74,7,1130,10,12,-,0
369,P039186-ZZ-AVG,NEW 공화춘곱빼기,,(주)팔도,2020,가공식품,유탕면,P039186,식약처('20),230,745,-,14,36,91,7,1230,10,15,-,0
377,P039358-ZZ-AVG,왕뚜껑 철판볶음면 해물,,(주)팔도,2020,가공식품,유탕면,P039358,식약처('20),115,465,-,8,16,72,6,960,6,6,-,0
383,P039535-ZZ-AVG,강릉교동반점직화짬뽕,,(주)팔도,2020,가공식품,유탕면,P039535,식약처('20),110,450,-,10,15,69,6,1770,8,6,-,0
388,P039540-ZZ-AVG,THE배터질라면,,(주)팔도,2020,가공식품,유탕면,P039540,식약처('20),125,545,-,9,20,82,6,1690,0,10,-,0
392,P039664-ZZ-AVG,gomgom호로록짜장라면,,(주)팔도,2020,가공식품,유탕면,P039664,식약처('20),86,380,-,6,13,60,5,810,0,5,-,0
399,P039881-ZZ-AVG,팔도불짬뽕 왕컵,,(주)팔도,2020,가공식품,유탕면,P039881,식약처('20),115,470,-,10,20,63,5,1790,8,8,-,0
403,P039886-ZZ-AVG,팔도 참깨라면,,(주)팔도,2020,가공식품,유탕면,P039886,식약처('20),115,495,-,10,17,75,5,1690,3,8,-,0
404,P040058-ZZ-AVG,공화춘삼선짬뽕소컵,,(주)팔도,2020,가공식품,유탕면,P040058,식약처('20),65,305,-,6,15,36,4,1270,5,7,-,0
409,P040076-ZZ-AVG,더왕뚜껑컵 순한맛,,(주)팔도,2020,가공식품,유탕면,P040076,식약처('20),101,420,-,8,13,68,4,1690,0,6,-,0
410,P040077-ZZ-AVG,팔도탄탄면 왕컵,,(주)팔도,2020,가공식품,유탕면,P040077,식약처('20),116,500,-,11,22,65,4,1700,2,10,-,0
415,P040082-ZZ-AVG,유어스육칼,,(주)팔도,2020,가공식품,유탕면,P040082,식약처('20),125,435,-,11,17,60,4,1680,4,8,-,0
416,P040083-ZZ-AVG,해장의신 속풀라면,,(주)팔도,2020,가공식품,유탕면,P040083,식약처('20),105,445,-,10,17,63,4,1730,2,8,-,0
417,P040084-ZZ-AVG,독도사랑새우맛라면,,(주)팔도,2020,가공식품,유탕면,P040084,식약처('20),105,450,-,11,14,70,4,1790,33,7,-,0
418,P040085-ZZ-AVG,꼬꼬면왕컵,,(주)팔도,2020,가공식품,유탕면,P040085,식약처('20),105,455,-,8,17,68,4,1610,0,8,-,0
419,P040086-ZZ-AVG,유어스틈새라면,,(주)팔도,2020,가공식품,유탕면,P040086,식약처('20),105,465,-,9,15,73,4,1670,0,7,-,0
420,P040087-ZZ-AVG,팔도 김치왕뚜껑,,(주)팔도,2020,가공식품,유탕면,P040087,식약처('20),110,470,-,8,17,71,4,1790,0,9,-,0
421,P040088-ZZ-AVG,일품해물라면왕컵,,(주)팔도,2020,가공식품,유탕면,P040088,식약처('20),110,470,-,11,15,73,4,1620,9,7,-,0
422,P040089-ZZ-AVG,팔도 왕뚜껑,,(주)팔도,2020,가공식품,유탕면,P040089,식약처('20),110,475,-,9,17,71,4,1690,0,9,-,0
423,P040090-ZZ-AVG,팔도 짬뽕왕뚜껑,,(주)팔도,2020,가공식품,유탕면,P040090,식약처('20),110,475,-,9,17,71,4,1690,5,9,-,0
424,P040091-ZZ-AVG,팔도 가쓰오우동왕뚜껑,,(주)팔도,2020,가공식품,유탕면,P040091,식약처('20),110,490,-,8,20,70,4,1580,0,10,-,0
425,P040092-ZZ-AVG,속초홍게라면,,(주)팔도,2020,가공식품,유탕면,P040092,식약처('20),115,500,-,10,19,72,4,1680,4,8,-,0
432,P040100-ZZ-AVG,빅3볶음김치면,,(주)팔도,2020,가공식품,유탕면,P040100,식약처('20),154,560,-,10,27,69,4,1980,0,14,-,0
435,P040424-ZZ-AVG,강릉 교동반점 직화짬뽕소컵,,(주)팔도,2020,가공식품,유탕면,P040424,식약처('20),65,290,-,6,12,39,3,1040,5,6,-,0
436,P040430-ZZ-AVG,일품해물라면컵,,(주)팔도,2020,가공식품,유탕면,P040430,식약처('20),65,285,-,6,10,43,3,1090,9.7,4.7,-,0
448,P040461-ZZ-AVG,팔도 mini왕뚜껑,,(주)팔도,2020,가공식품,유탕면,P040461,식약처('20),80,355,-,6,15,49,3,1240,0,7,-,0
449,P040462-ZZ-AVG,gomgom호로록짬뽕라면,,(주)팔도,2020,가공식품,유탕면,P040462,식약처('20),86,360,-,6,11,59,3,1570,3.5,5,-,0
451,P040464-ZZ-AVG,진에어컵면,,(주)팔도,2020,가공식품,유탕면,P040464,식약처('20),80,375,-,7,17,48,3,1320,0,9,-,0
452,P040465-ZZ-AVG,팔도 도시락,,(주)팔도,2020,가공식품,유탕면,P040465,식약처('20),86,380,-,6,14,57,3,1400,0,7,-,0
453,P040466-ZZ-AVG,육개장 컵라면,,(주)팔도,2020,가공식품,유탕면,P040466,식약처('20),79,345,-,7,11,55,3,1460,0,5,-,0
459,P040479-ZZ-AVG,공화춘 삼선짬뽕,,(주)팔도,2020,가공식품,유탕면,P040479,식약처('20),110,505,-,9,22,68,3,1690,15,8,-,0
465,P040486-ZZ-AVG,봉희설렁탕컵,,(주)팔도,2020,가공식품,유탕면,P040486,식약처('20),110,525,-,8,25,67,3,1780,0,13,-,0
472,P040928-ZZ-AVG,틈새라면 빨계떡컵,,(주)팔도,2020,가공식품,유탕면,P040928,식약처('20),65,280,-,5,11,40,2,1420,0,5,-,0
476,P040932-ZZ-AVG,민생라면컵,,(주)팔도,2020,가공식품,유탕면,P040932,식약처('20),80,350,-,7,12,53,2,1470,0,2.6,-,0
477,P040933-ZZ-AVG,gomgom호로록매콤라면,,(주)팔도,2020,가공식품,유탕면,P040933,식약처('20),86,365,-,6,11,60,2,1570,0,6,-,0
478,P040934-ZZ-AVG,팔도김치도시락,,(주)팔도,2020,가공식품,유탕면,P040934,식약처('20),86,385,-,6,15,57,2,1590,0,7,-,0
483,P040948-ZZ-AVG,편스토랑 파래탕면,,(주)팔도,2020,가공식품,유탕면,P040948,식약처('20),103,440,-,10,16,64,2,1730,15,8,-,0
484,P040949-ZZ-AVG,공화춘 아주매운짬뽕,,(주)팔도,2020,가공식품,유탕면,P040949,식약처('20),110,500,-,10,20,70,2,1730,17,8,-,0
485,P040950-ZZ-AVG,동원 참치라면,,(주)팔도,2020,가공식품,유탕면,P040950,식약처('20),160,535,-,15,24,65,2,1660,15,8,-,0
487,P040955-ZZ-AVG,오모리 김치찌개라면,,(주)팔도,2020,가공식품,유탕면,P040955,식약처('20),150,485,-,9,20,67,2,1870,4,11,-,0
493,P041412-ZZ-AVG,뉴트리김치찌개면,,(주)팔도,2020,가공식품,유탕면,P041412,식약처('20),140,480,-,6,20,66,1,1870,3.5,11,-,0
494,P042010-ZZ-AVG,뽀로로짜장,,(주)팔도,2020,가공식품,유탕면,P042010,식약처('20),65,290,-,6,11,42,4,600,0,5,-,0
517,P042119-ZZ-AVG,뉴트리 클로렐라컵면,,(주)팔도,2020,가공식품,유탕면,P042119,식약처('20),65,300,-,6,12,41,1,940,8,6,-,0
532,P042249-ZZ-AVG,뽀로로스파게티,,(주)팔도,2020,가공식품,유탕면,P042249,식약처('20),65,295,-,5,12,42,6,610,0,6,-,0
580,P023589-ZZ-AVG,팔도비빔면,,(주)팔도,2019,가공식품,유탕면,P023589,식약처('19),130,530,-,9,19,80,12,1090,0,9,-,0
599,P023608-ZZ-AVG,팔도 왕뚜껑,,(주)팔도,2019,가공식품,유탕면,P023608,식약처('19),110,475,-,9,17,71,4,1750,0,9,-,0
613,P023622-ZZ-AVG,팔도 김치왕뚜껑,,(주)팔도,2019,가공식품,유탕면,P023622,식약처('19),110,470,-,8,17,71,4,1790,0,9,-,0
625,P023634-ZZ-AVG,팔도짜장면,,(주)팔도,2019,가공식품,유탕면,P023634,식약처('19),203,625,-,14,24,88,10,1170,4.6,9,-,0
628,P023637-ZZ-AVG,팔도 도시락,,(주)팔도,2019,가공식품,유탕면,P023637,식약처('19),86,380,-,6,14,57,3,1400,0,4,-,0
633,P023642-ZZ-AVG,일품해물라면,,(주)팔도,2019,가공식품,유탕면,P023642,식약처('19),120,505,-,11,15,81,4,1640,11,8,-,0
637,P023646-ZZ-AVG,팔도틈새라면 빨계떡,,(주)팔도,2019,가공식품,유탕면,P023646,식약처('19),120,495,-,9,14,83,3,1650,3,6,-,0
638,P023647-ZZ-AVG,팔도 짬뽕왕뚜껑,,(주)팔도,2019,가공식품,유탕면,P023647,식약처('19),110,470,-,9,17,70,4,1690,10,9,-,0
641,P023650-ZZ-AVG,팔도비빔면한정판,,(주)팔도,2019,가공식품,유탕면,P023650,식약처('19),156,635,-,11,23,96,14,1310,0,10,-,0
652,P023661-ZZ-AVG,라면한그릇 얼큰하고 진한 맛,,(주)팔도,2019,가공식품,유탕면,P023661,식약처('19),115,480,-,10,15,76,7,1800,0,7,-,0
672,P023683-ZZ-AVG,식객 오모리 김치찌개라면,,(주)팔도,2019,가공식품,유탕면,P023683,식약처('19),150,485,-,9,20,67,2,1960,4.2,11,-,0
673,P023684-ZZ-AVG,틈새라면왕컵,,(주)팔도,2019,가공식품,유탕면,P023684,식약처('19),110,490,-,9,20,68,5,1670,0,9,-,0
675,P023686-ZZ-AVG,팔도 쫄비빔면,,(주)팔도,2019,가공식품,유탕면,P023686,식약처('19),130,480,-,9,13,82,14,1190,0,7,-,0
676,P023687-ZZ-AVG,팔도비빔면컵,,(주)팔도,2019,가공식품,유탕면,P023687,식약처('19),115,465,-,8,18,68,14,1190,0,9,-,0
680,P023691-ZZ-AVG,공화춘 자장컵,,(주)팔도,2019,가공식품,유탕면,P023691,식약처('19),200,580,-,12,26,75,7,1440,9,11,-,0
681,P023692-ZZ-AVG,팔도왕짬뽕,,(주)팔도,2019,가공식품,유탕면,P023692,식약처('19),139,545,-,13,18,83,6,1700,5,7,-,0
688,P023699-ZZ-AVG,팔도김치도시락,,(주)팔도,2019,가공식품,유탕면,P023699,식약처('19),85,385,-,6,15,57,2,1590,0,7,-,0
690,P023701-ZZ-AVG,NEW 공화춘자장컵,,(주)팔도,2019,가공식품,유탕면,P023701,식약처('19),200,620,-,11,31,74,7,1030,10,12,-,0
692,P023703-ZZ-AVG,팔도라볶이,,(주)팔도,2019,가공식품,유탕면,P023703,식약처('19),145,570,-,10,17,95,24,1980,0,8,-,0
693,P023704-ZZ-AVG,팔도막국수라면,,(주)팔도,2019,가공식품,유탕면,P023704,식약처('19),142,585,-,10,23,85,18,1460,0,10,-,0
695,P023706-ZZ-AVG,NEW 공화춘곱빼기,,(주)팔도,2019,가공식품,유탕면,P023706,식약처('19),230,740,-,14,36,91,7,1130,10,15,-,0
697,P023708-ZZ-AVG,남자라면,,(주)팔도,2019,가공식품,유탕면,P023708,식약처('19),115,485,-,9,16,8,3,1750,0,8,-,0
699,P023710-ZZ-AVG,일품해물라면왕컵,,(주)팔도,2019,가공식품,유탕면,P023710,식약처('19),110,470,-,11,15,77,4,1620,9,7,-,0
700,P023711-ZZ-AVG,팔도 체다치즈 틈새라면,,(주)팔도,2019,가공식품,유탕면,P023711,식약처('19),127,530,-,10,16,87,8,1520,5,7,-,0
704,P023715-ZZ-AVG,오모리김치찌개라면(봉지),,(주)팔도,2019,가공식품,유탕면,P023715,식약처('19),160,510,-,11,17,79,2,1990,4.2,8,-,0
707,P023718-ZZ-AVG,꼬꼬면왕컵,,(주)팔도,2019,가공식품,유탕면,P023718,식약처('19),105,455,-,8,17,68,4,1610,0,8,-,0
709,P023720-ZZ-AVG,킹콩사리면,,(주)팔도,2019,가공식품,유탕면,P023720,식약처('19),100,450,-,9,16,67,1,400,0,7,-,0
717,P023728-ZZ-AVG,공화춘 삼선짬뽕컵,,(주)팔도,2019,가공식품,유탕면,P023728,식약처('19),116,500,-,12,18,72,4,2340,22,7,-,0
718,P023729-ZZ-AVG,꼬꼬면,,(주)팔도,2019,가공식품,유탕면,P023729,식약처('19),115,490,-,9,15,80,4,1810,0,7,-,0
724,P023735-ZZ-AVG,뉴트리 라면,,(주)팔도,2019,가공식품,유탕면,P023735,식약처('19),120,505,-,10,16,80,3,1790,0,9,-,0
733,P023744-ZZ-AVG,팔도 가쓰오우동왕뚜껑,,(주)팔도,2019,가공식품,유탕면,P023744,식약처('19),110,490,-,8,20,70,4,1580,0,10,-,0
734,P023745-ZZ-AVG,볶음김치면,,(주)팔도,2019,가공식품,유탕면,P023745,식약처('19),154,560,-,10,27,69,4,1980,0,14,-,0
737,P023748-ZZ-AVG,준코라면,,(주)팔도,2019,가공식품,유탕면,P023748,식약처('19),120,500,-,10,15,81,5,1830,0,8,-,0
738,P023749-ZZ-AVG,팔도비빔면 스페셜,,(주)팔도,2019,가공식품,유탕면,P023749,식약처('19),135,545,-,10,19,83,13,1680,0,9,-,0
739,P023750-ZZ-AVG,일품(一品)짜장면,,(주)팔도,2019,가공식품,유탕면,P023750,식약처('19),200,550,-,12,20,86,9,1160,5.2,10,-,0
741,P023752-ZZ-AVG,팔도 비빔면 치즈컵,,(주)팔도,2019,가공식품,유탕면,P023752,식약처('19),108,460,-,7,17,69,10,880,0,8,-,0
744,P023755-ZZ-AVG,왕뚜껑컵,,(주)팔도,2019,가공식품,유탕면,P023755,식약처('19),65,285,-,5,12,39,2,1340,0,6,-,0
750,P023761-ZZ-AVG,일품해물라면컵,,(주)팔도,2019,가공식품,유탕면,P023761,식약처('19),65,285,-,6,8,45,3,990,11,4.1,-,0
752,P023763-ZZ-AVG,팔도도시락봉지,,(주)팔도,2019,가공식품,유탕면,P023763,식약처('19),108,475,-,8,17,72,6,1570,0,8,-,0
753,P023764-ZZ-AVG,뉴트리짜장면,,(주)팔도,2019,가공식품,유탕면,P023764,식약처('19),200,565,-,13,21,81,10,1350,4.6,11,-,0
754,P023765-ZZ-AVG,틈새라면 빨계떡컵,,(주)팔도,2019,가공식품,유탕면,P023765,식약처('19),65,280,-,5,11,40,2,1420,0,5,-,0
755,P023766-ZZ-AVG,뽀로로짜장,,(주)팔도,2019,가공식품,유탕면,P023766,식약처('19),65,290,-,6,11,42,4,600,0,5,-,0
757,P023768-ZZ-AVG,팔도 더왕뚜껑,,(주)팔도,2019,가공식품,유탕면,P023768,식약처('19),120,510,-,11,16,80,4,1790,0,7,-,0
764,P023775-ZZ-AVG,팔도불짬뽕,,(주)팔도,2019,가공식품,유탕면,P023775,식약처('19),139,550,-,13,19,82,6,1820,5,7,-,0
770,P023781-ZZ-AVG,팔도 mini왕뚜껑,,(주)팔도,2019,가공식품,유탕면,P023781,식약처('19),80,340,-,6,14,47,2.5,1580,0,7,-,0
791,P001810-ZZ-AVG,팔도 불짬뽕,,(주)팔도,2018,가공식품,유탕면,P001810,식약처 영양실태조사('18),139,550,-,13,19,82,6,1820,5,7,-,0
802,P001092-ZZ-AVG,팔도비빔면 한정판,,(주)팔도,2017,가공식품,유탕면,P001092,식약처 영양실태조사('17),156,635,-,-,-,-,14,1310,-,-,-,-
803,P001093-ZZ-AVG,팔도도시락 봉지,,(주)팔도,2017,가공식품,유탕면,P001093,식약처 영양실태조사('17),108,475,-,-,-,-,6,1570,-,-,-,-
838,P014343-ZZ-AVG,꼬꼬면,,(주)팔도,2017,가공식품,유탕면,P014343,식약처 산업체제공('17),120,602.51,-,11.56,18.46,97.53,1.31,2349.4,1.95,9.79,-,0
945,P000310-ZZ-AVG,일품해물라면 컵,,(주)팔도,2016,가공식품,유탕면,P000310,식약처 영양실태조사('16),65,285,-,-,-,-,3,1090,-,5,-,0
948,P000587-ZZ-AVG,팔도짜장면,,(주)팔도,2016,가공식품,유탕면,P000587,식약처 영양실태조사('16),203,625,-,-,-,-,10,1290,-,9,-,0
833,P014338-ZZ-AVG,국산100%햇당면,,CJ제일제당㈜,2017,가공식품,유탕면,P014338,식약처 산업체제공('17),20,14.08,-,0,0,3.52,0.01,0.8,0,0,-,0
555,P060449-ZZ-AVG,가고시마 라멘 돈코츠맛,,HIGASHIMARU HONSYAKOJYO,2020,가공식품,유탕면,P060449,식약처('20),100,460,-,10.5,19.6,60.5,29.7,2310,0,3.3,-,0
556,P060450-ZZ-AVG,히가시후즈 돈코츠라멘,,HIGASHIMARU HONSYAKOJYO,2020,가공식품,유탕면,P060450,식약처('20),100,449,-,11.1,18.8,59,35.4,2525,0,3.8,-,0
557,P060451-ZZ-AVG,히가시후즈 미소라멘,,HIGASHIMARU HONSYAKOJYO,2020,가공식품,유탕면,P060451,식약처('20),100,448,-,9.1,18,62.2,32,2944,0,3.8,-,0
558,P060452-ZZ-AVG,히가시후즈 쇼유라멘,,HIGASHIMARU HONSYAKOJYO,2020,가공식품,유탕면,P060452,식약처('20),100,452,-,8.9,17.6,64.7,34,2228,0,3.9,-,0
559,P063044-ZZ-AVG,도쿄 라멘 마일드 카레맛,,"SINEI SHOKUHIN CO.,LTD",2020,가공식품,유탕면,P063044,식약처('20),30,130,-,3.3,4.4,19.3,2,960,0,1.8,-,0
560,P063045-ZZ-AVG,도쿄 라멘 새우 돈코츠맛,,"SINEI SHOKUHIN CO.,LTD",2020,가공식품,유탕면,P063045,식약처('20),30,137,-,2.8,5.9,18.2,2,894,0,2.2,-,0
561,P063681-ZZ-AVG,페니,,UNITED KING FOOD (PVT) LTD,2020,가공식품,유탕면,P063681,식약처('20),100,457,-,10,45,63,3,267,223,13,-,0
953,P000631-ZZ-AVG,자연드림 비빔면,,농업회사법인 ㈜아이쿱라면,2016,가공식품,유탕면,P000631,식약처 영양실태조사('16),133,525,-,-,-,-,11,1020,-,6,-,0
954,P000632-ZZ-AVG,자연드림 사리면,,농업회사법인 ㈜아이쿱라면,2016,가공식품,유탕면,P000632,식약처 영양실태조사('16),100,435,-,-,-,-,1,470,-,6,-,0
326,P037374-ZZ-AVG,우리밀라면땅 양념치킨맛,,농업회사법인 ㈜쿱라면,2020,가공식품,유탕면,P037374,식약처('20),105,480,-,8,18,71,3,730,0,6,-,0
809,P001329-ZZ-AVG,자연드림 비빔면,,농업회사법인 ㈜쿱라면,2017,가공식품,유탕면,P001329,식약처 영양실태조사('17),133,555,-,-,-,-,11,1200,-,-,-,-
810,P001330-ZZ-AVG,자연드림 사리면,,농업회사법인 ㈜쿱라면,2017,가공식품,유탕면,P001330,식약처 영양실태조사('17),100,435,-,-,-,-,1,470,-,-,-,-
811,P001333-ZZ-AVG,자연드림 라면 레드,,농업회사법인 ㈜쿱라면,2017,가공식품,유탕면,P001333,식약처 영양실태조사('17),200,480,-,-,-,-,7,1760,-,-,-,-
354,P038898-ZZ-AVG,제리보스,,농업회사법인주식회사맥소반,2020,가공식품,유탕면,P038898,식약처('20),100,442,-,12,14,67,8,1170,0,9,-,0
214,P031424-ZZ-AVG,손수때릴타면,,삼양식품,2020,가공식품,유탕면,P031424,식약처('20),120,500,-,9,16,80,4,1420,0,-,-,0
215,P031425-ZZ-AVG,쇠고기면,,삼양식품,2020,가공식품,유탕면,P031425,식약처('20),120,495,-,10,15,80,3,1855,0,7,-,0
216,P031426-ZZ-AVG,삼양 큰컵,,삼양식품,2020,가공식품,유탕면,P031426,식약처('20),80,289.92,-,4.99,12.29,42.56,2.24,786.56,0,-,-,0
217,P031427-ZZ-AVG,육개장,,삼양식품,2020,가공식품,유탕면,P031427,식약처('20),86,380,-,7,14,56,3,1590,0,7,-,0
218,P031428-ZZ-AVG,컵라면,,삼양식품,2020,가공식품,유탕면,P031428,식약처('20),80,305.92,-,4.35,12.22,44.54,1.75,803.84,0,-,-,0
219,P031433-ZZ-AVG,큰냄비우동,,삼양식품,2020,가공식품,유탕면,P031433,식약처('20),80,304,-,4.93,15.55,42.56,0,786.56,0,-,-,0
220,P031435-ZZ-AVG,CU해물탕컵,,삼양식품,2020,가공식품,유탕면,P031435,식약처('20),80,268.16,-,5.5,9.15,40.83,3.2,1072.7,0,4.86,-,0
221,P031438-ZZ-AVG,게살 야채탕면,,삼양식품,2020,가공식품,유탕면,P031438,식약처('20),120,565.15,-,13.91,5.22,116.51,1.31,3164.8,0,0,-,0
222,P031440-ZZ-AVG,국물자작 라볶이,,삼양식품,2020,가공식품,유탕면,P031440,식약처('20),80,265.86,-,5.89,7.87,43.33,2.94,955.07,0,3.97,-,0
223,P031441-ZZ-AVG,국물자작 치즈커리,,삼양식품,2020,가공식품,유탕면,P031441,식약처('20),80,285.57,-,5.89,10.82,41.34,3.2,905.86,0,5.89,-,0
224,P031442-ZZ-AVG,김치라면,,삼양식품,2020,가공식품,유탕면,P031442,식약처('20),120,505,-,11,16,79,4,1650,0,8,-,0
225,P031443-ZZ-AVG,나가사끼 꽃게짬뽕,,삼양식품,2020,가공식품,유탕면,P031443,식약처('20),120,528.09,-,9.8,15.24,88.2,6.97,1731.27,0,7.62,-,0
226,P031444-ZZ-AVG,나가사끼 짬뽕,,삼양식품,2020,가공식품,유탕면,P031444,식약처('20),120,594.72,-,12.53,16.27,100.22,6.97,2091.17,0,7.49,-,0
227,P031445-ZZ-AVG,나가사끼 홍짬뽕,,삼양식품,2020,가공식품,유탕면,P031445,식약처('20),120,601.06,-,11.23,17.57,98.93,6.97,2216.3,0,8.78,-,0
228,P031446-ZZ-AVG,도전!하바네로 컵짜장,,삼양식품,2020,가공식품,유탕면,P031446,식약처('20),80,265.86,-,6.91,6.91,43.33,4.27,679.36,0,3.97,-,0
229,P031447-ZZ-AVG,돈 사골탕면,,삼양식품,2020,가공식품,유탕면,P031447,식약처('20),120,505,-,13,15,79,7.85,1850,0,7,-,0
230,P031448-ZZ-AVG,된장라면,,삼양식품,2020,가공식품,유탕면,P031448,식약처('20),120,495,-,10,16,78,5,1710,0,8,-,0
231,P031449-ZZ-AVG,맛있는라면,,삼양식품,2020,가공식품,유탕면,P031449,식약처('20),115,480,-,9,15,77,4,1720,0,8,-,0
232,P031450-ZZ-AVG,면왕500,,삼양식품,2020,가공식품,유탕면,P031450,식약처('20),120,642.53,-,11.09,24.34,95.33,1.31,3012.9,0,13.25,-,0
233,P031452-ZZ-AVG,부셔먹는 라면스낵 불닭,,삼양식품,2020,가공식품,유탕면,P031452,식약처('20),90,425,-,8,16,62,3,790,0,8,-,0
234,P031453-ZZ-AVG,불닭볶음면,,삼양식품,2020,가공식품,유탕면,P031453,식약처('20),120,545.18,-,12.38,16.42,87.41,1.31,1316.59,0,8.21,-,0
235,P031454-ZZ-AVG,사리면,,삼양식품,2020,가공식품,유탕면,P031454,식약처('20),120,641.52,-,11.81,22.32,98.21,1.31,680.69,0,11.81,-,0
236,P031455-ZZ-AVG,손수 때릴타면,,삼양식품,2020,가공식품,유탕면,P031455,식약처('20),100,412.5,-,7.5,12.5,67.5,3.3,1441.7,0,6.7,-,0
237,P031457-ZZ-AVG,쇠고기면,,삼양식품,2020,가공식품,유탕면,P031457,식약처('20),100,425,-,9.2,13.3,66.7,2.5,1458.3,0,6.7,-,0
238,P031458-ZZ-AVG,수타면,,삼양식품,2020,가공식품,유탕면,P031458,식약처('20),120,600.52,-,11.99,18.12,97.38,1.31,2181.1,0,9.51,-,0
239,P031459-ZZ-AVG,쌀라면,,삼양식품,2020,가공식품,유탕면,P031459,식약처('20),120,522.65,-,13.07,16.33,80.58,1.31,1938.1,0,8.71,-,0
240,P031460-ZZ-AVG,안 튀긴 면,,삼양식품,2020,가공식품,유탕면,P031460,식약처('20),120,489.6,-,14.4,1.44,105.12,1.31,2721.6,0,0,-,0
241,P031461-ZZ-AVG,얼큰 특면,,삼양식품,2020,가공식품,유탕면,P031461,식약처('20),120,501.61,-,9.84,15.74,80.65,3.6,1849.05,0,7.87,-,0
242,P031462-ZZ-AVG,열무비빔면,,삼양식품,2020,가공식품,유탕면,P031462,식약처('20),120,581.47,-,9.94,19.87,90.86,7.75,1351.4,0,9.94,-,0
243,P031463-ZZ-AVG,육개장,,삼양식품,2020,가공식품,유탕면,P031463,식약처('20),100,441.9,-,8.1,16.3,65.1,3.5,1848.8,0,8.1,-,0
244,P031464-ZZ-AVG,이마트 맛승부 매운맛,,삼양식품,2020,가공식품,유탕면,P031464,식약처('20),120,500,-,10,16,79,3.6,1870,0,8,-,0
245,P031465-ZZ-AVG,이마트 맛승부 해물맛,,삼양식품,2020,가공식품,유탕면,P031465,식약처('20),120,505,-,10,17,78,1.31,1990,0,9,-,0
246,P031467-ZZ-AVG,이마트 육개장,,삼양식품,2020,가공식품,유탕면,P031467,식약처('20),120,739.86,-,13.63,27.26,110.98,5.02,3796.6,0,15.58,-,0
247,P031468-ZZ-AVG,이마트 육개장컵,,삼양식품,2020,가공식품,유탕면,P031468,식약처('20),120,1022.48,-,17.04,44.31,139.74,1.67,4124,0,23.86,-,0
248,P031469-ZZ-AVG,이마트 하바네로라면,,삼양식품,2020,가공식품,유탕면,P031469,식약처('20),120,533.54,-,10.89,17.42,82.75,1.31,2047.03,0,8.71,-,0
249,P031470-ZZ-AVG,장수면,,삼양식품,2020,가공식품,유탕면,P031470,식약처('20),120,517.2,-,10.89,16.33,81.66,1.31,2134.1,0,8.71,-,0
250,P031471-ZZ-AVG,짜짜로니,,삼양식품,2020,가공식품,유탕면,P031471,식약처('20),120,591.41,-,11.38,22.61,85.39,7.2,1224,0,10.22,-,0
251,P031472-ZZ-AVG,차오차이,,삼양식품,2020,가공식품,유탕면,P031472,식약처('20),120,443.08,-,10.23,15.34,65.61,1.31,1073.6,0,7.67,-,0
252,P031473-ZZ-AVG,컵 나가사끼 짬뽕,,삼양식품,2020,가공식품,유탕면,P031473,식약처('20),80,295.36,-,5.89,11.84,41.34,3.1,1220.9,0,5.89,-,0
253,P031476-ZZ-AVG,컵 삼양라면,,삼양식품,2020,가공식품,유탕면,P031476,식약처('20),65,295,-,5,12,42,2,1160,0,6,-,0
254,P031481-ZZ-AVG,큰컵 삼양라면,,삼양식품,2020,가공식품,유탕면,P031481,식약처('20),115,490,-,10,17,74,4,1580,0,9,-,0
255,P031482-ZZ-AVG,큰컵 유부우동,,삼양식품,2020,가공식품,유탕면,P031482,식약처('20),80,270.53,-,4.67,8.7,43.07,2.88,1029.8,0,4.67,-,0
256,P031483-ZZ-AVG,큰컵 짜짜로니,,삼양식품,2020,가공식품,유탕면,P031483,식약처('20),120,576,-,13.68,20.59,83.66,7.2,1110.82,0,10.94,-,0
257,P031484-ZZ-AVG,토마토 비비올레,,삼양식품,2020,가공식품,유탕면,P031484,식약처('20),120,558.72,-,9.22,17.28,92.16,1.31,1209.6,0,8.06,-,0
258,P031485-ZZ-AVG,포장마차 얼큰한맛,,삼양식품,2020,가공식품,유탕면,P031485,식약처('20),120,485,-,10,15,78,6.97,1950,0,7,-,0
259,P031486-ZZ-AVG,포장마차 우동얼큰한맛,,삼양식품,2020,가공식품,유탕면,P031486,식약처('20),120,594,-,11.95,18,96.05,4.07,2148,0,9.65,-,0
260,P031487-ZZ-AVG,하바네로 짬뽕,,삼양식품,2020,가공식품,유탕면,P031487,식약처('20),120,613.58,-,13.82,20.02,95.18,6.97,2329,0,10.08,-,0
261,P031488-ZZ-AVG,하이리빙파워 라면,,삼양식품,2020,가공식품,유탕면,P031488,식약처('20),120,510,-,11,16,80,3,1770,0,8,-,0
262,P031489-ZZ-AVG,하이리빙파워 미니컵,,삼양식품,2020,가공식품,유탕면,P031489,식약처('20),80,439.29,-,7.57,18.18,62.11,3.2,1923.7,0,10.6,-,0
